"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3GL25Y6843VB85QTJYXU4AVHXUTMXT","3PVEVXFK77BGYQL5ONBTLSPI0D6ADS","Answer a survey about Amazon.com gift cards","Tell us what an Amazon.com gift card is worth to you","survey, demographics, gift card, amazon.com","$0.25","Tue Aug 04 05:41:58 PDT 2015","486","BatchId:2044364;","300","259200","Fri Aug 07 05:41:58 PDT 2015","","","326O153BMIZ2LVRS12D0MFIZQI6DEB","A110KENBXU7SUJ","Submitted","Tue Aug 04 06:34:44 PDT 2015","Tue Aug 04 06:36:55 PDT 2015","Fri Aug 07 06:36:55 PDT 2015","","","","131","0% (0/0)","0% (0/0)","0% (0/0)","16854089"
"3GL25Y6843VB85QTJYXU4AVHXUTMXT","3PVEVXFK77BGYQL5ONBTLSPI0D6ADS","Answer a survey about Amazon.com gift cards","Tell us what an Amazon.com gift card is worth to you","survey, demographics, gift card, amazon.com","$0.25","Tue Aug 04 05:41:58 PDT 2015","486","BatchId:2044364;","300","259200","Fri Aug 07 05:41:58 PDT 2015","","","3SITXWYCNVAICYKPIBCMFEF635BBXL","A12TIM3OYMOVWT","Submitted","Tue Aug 04 18:59:29 PDT 2015","Tue Aug 04 19:00:04 PDT 2015","Fri Aug 07 19:00:04 PDT 2015","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","14815830"
"3GL25Y6843VB85QTJYXU4AVHXUTMXT","3PVEVXFK77BGYQL5ONBTLSPI0D6ADS","Answer a survey about Amazon.com gift cards","Tell us what an Amazon.com gift card is worth to you","survey, demographics, gift card, amazon.com","$0.25","Tue Aug 04 05:41:58 PDT 2015","486","BatchId:2044364;","300","259200","Fri Aug 07 05:41:58 PDT 2015","","","3G0WWMR1UVL04A8AZNM3C1J7NPUNQD","A13T61GJTR2Y9B","Submitted","Tue Aug 04 05:48:38 PDT 2015","Tue Aug 04 05:49:31 PDT 2015","Fri Aug 07 05:49:31 PDT 2015","","","","53","0% (0/0)","0% (0/0)","0% (0/0)","31123117"
"3GL25Y6843VB85QTJYXU4AVHXUTMXT","3PVEVXFK77BGYQL5ONBTLSPI0D6ADS","Answer a survey about Amazon.com gift cards","Tell us what an Amazon.com gift card is worth to you","survey, demographics, gift card, amazon.com","$0.25","Tue Aug 04 05:41:58 PDT 2015","486","BatchId:2044364;","300","259200","Fri Aug 07 05:41:58 PDT 2015","","","3ZV9H2YQQD8YK3BMTD1UVC3N69KW3A","A1421I54656YSD","Submitted","Tue Aug 04 05:53:54 PDT 2015","Tue Aug 04 05:56:10 PDT 2015","Fri Aug 07 05:56:10 PDT 2015","","","","136","0% (0/0)","0% (0/0)","0% (0/0)","10757300"
"3GL25Y6843VB85QTJYXU4AVHXUTMXT","3PVEVXFK77BGYQL5ONBTLSPI0D6ADS","Answer a survey about Amazon.com gift cards","Tell us what an Amazon.com gift card is worth to you","survey, demographics, gift card, amazon.com","$0.25","Tue Aug 04 05:41:58 PDT 2015","486","BatchId:2044364;","300","259200","Fri Aug 07 05:41:58 PDT 2015","","","3YZ8UPK3VTN95ZI0R6XU6RMKR9SUCJ","A149ROBL26JWPJ","Submitted","Wed Aug 05 09:39:13 PDT 2015","Wed Aug 05 09:40:35 PDT 2015","Sat Aug 08 09:40:35 PDT 2015","","","","82","0% (0/0)","0% (0/0)","0% (0/0)","36214518"
"3GL25Y6843VB85QTJYXU4AVHXUTMXT","3PVEVXFK77BGYQL5ONBTLSPI0D6ADS","Answer a survey about Amazon.com gift cards","Tell us what an Amazon.com gift card is worth to you","survey, demographics, gift card, amazon.com","$0.25","Tue Aug 04 05:41:58 PDT 2015","486","BatchId:2044364;","300","259200","Fri Aug 07 05:41:58 PDT 2015","","","3FIJLY1B6U53G6UE1MO14RKOG2VFPG","A150CIC6SJN8JC","Submitted","Tue Aug 04 08:58:17 PDT 2015","Tue Aug 04 08:58:46 PDT 2015","Fri Aug 07 08:58:46 PDT 2015","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","68865044"
"3GL25Y6843VB85QTJYXU4AVHXUTMXT","3PVEVXFK77BGYQL5ONBTLSPI0D6ADS","Answer a survey about Amazon.com gift cards","Tell us what an Amazon.com gift card is worth to you","survey, demographics, gift card, amazon.com","$0.25","Tue Aug 04 05:41:58 PDT 2015","486","BatchId:2044364;","300","259200","Fri Aug 07 05:41:58 PDT 2015","","","3Z7VU45IPYI64V2CHW7I6NI8PT9Z1E","A16HSMUJ7C7QA7","Submitted","Tue Aug 04 16:27:29 PDT 2015","Tue Aug 04 16:29:25 PDT 2015","Fri Aug 07 16:29:25 PDT 2015","","","","116","0% (0/0)","0% (0/0)","0% (0/0)","30060981"
"3GL25Y6843VB85QTJYXU4AVHXUTMXT","3PVEVXFK77BGYQL5ONBTLSPI0D6ADS","Answer a survey about Amazon.com gift cards","Tell us what an Amazon.com gift card is worth to you","survey, demographics, gift card, amazon.com","$0.25","Tue Aug 04 05:41:58 PDT 2015","486","BatchId:2044364;","300","259200","Fri Aug 07 05:41:58 PDT 2015","","","3HVVDCPGTET78P4GNTP9YMS1BIBYTA","A16MDZ7O8KL9EC","Submitted","Tue Aug 04 21:18:20 PDT 2015","Tue Aug 04 21:18:51 PDT 2015","Fri Aug 07 21:18:51 PDT 2015","","","","31","0% (0/0)","0% (0/0)","0% (0/0)","22588211"
"3GL25Y6843VB85QTJYXU4AVHXUTMXT","3PVEVXFK77BGYQL5ONBTLSPI0D6ADS","Answer a survey about Amazon.com gift cards","Tell us what an Amazon.com gift card is worth to you","survey, demographics, gift card, amazon.com","$0.25","Tue Aug 04 05:41:58 PDT 2015","486","BatchId:2044364;","300","259200","Fri Aug 07 05:41:58 PDT 2015","","","3VZLGYJEYLBEUWN5OPSP1WM9U6OZX2","A16TESTJICU76L","Submitted","Tue Aug 04 05:48:32 PDT 2015","Tue Aug 04 05:49:28 PDT 2015","Fri Aug 07 05:49:28 PDT 2015","","","","56","0% (0/0)","0% (0/0)","0% (0/0)","62615040"
"3GL25Y6843VB85QTJYXU4AVHXUTMXT","3PVEVXFK77BGYQL5ONBTLSPI0D6ADS","Answer a survey about Amazon.com gift cards","Tell us what an Amazon.com gift card is worth to you","survey, demographics, gift card, amazon.com","$0.25","Tue Aug 04 05:41:58 PDT 2015","486","BatchId:2044364;","300","259200","Fri Aug 07 05:41:58 PDT 2015","","","373ERPL3YO9YBOSU9YXFQQZ48TIRTJ","A175AT91CE9J73","Submitted","Tue Aug 04 06:08:10 PDT 2015","Tue Aug 04 06:10:23 PDT 2015","Fri Aug 07 06:10:23 PDT 2015","","","","133","0% (0/0)","0% (0/0)","0% (0/0)","{}"
